0.00,0.00,nan,1.99,1,921
0.06,0.80,13.96,1.96,1,924
0.03,0.61,20.38,1.95,1,927
0.00,0.00,nan,1.95,1,930
0.00,0.00,nan,1.95,1,933
0.00,0.08,inf,1.96,1,935
0.00,0.08,inf,1.95,1,941
0.00,0.00,nan,1.95,1,944
0.00,0.00,nan,1.95,1,947
0.04,0.72,16.14,1.95,1,950
0.01,0.61,48.92,1.95,1,953
0.00,0.00,nan,1.95,1,956
0.08,1.33,16.21,1.96,1,961
0.05,0.76,14.56,1.96,1,965
0.00,0.00,nan,1.96,1,967
0.00,0.00,nan,1.96,1,970
0.04,0.00,0.00,1.97,1,973
0.00,0.00,nan,1.97,1,976
0.00,0.00,nan,1.97,1,979
0.00,0.04,inf,2.02,1,984
0.00,0.00,nan,2.02,1,987
0.39,13.52,35.01,2.02,1,990
0.39,13.52,34.57,2.03,1,993
0.32,12.49,38.57,2.03,1,997
0.36,13.52,37.69,2.03,1,1000
0.35,12.91,36.50,2.03,1,1003
0.36,12.95,35.60,2.03,1,1006
0.39,13.48,34.47,2.03,1,1009
0.39,13.44,34.59,2.04,1,1013
0.39,13.44,34.82,2.04,1,1016
0.35,12.64,36.52,2.04,1,1019
0.37,12.87,35.15,2.04,1,1022
0.39,13.37,34.18,2.04,1,1026
0.39,13.33,34.08,2.04,1,1029
0.39,13.33,34.30,2.04,1,1032
0.39,13.03,33.52,1.99,1,1035
0.24,12.45,52.07,1.99,1,1038
0.39,13.25,33.89,1.98,1,1042
0.39,13.25,33.89,1.98,1,1045
0.39,13.18,33.91,1.98,1,1048
0.36,12.19,33.97,1.96,1,1055
0.39,13.14,33.59,1.96,1,1058
0.00,0.84,inf,1.96,1,1061
0.00,0.30,inf,1.95,1,1064
0.05,0.76,16.09,1.95,1,1067
0.00,0.00,nan,1.95,1,1070
0.00,0.00,nan,1.95,1,1073
0.02,6.06,243.08,1.94,1,1076
0.00,0.00,nan,1.94,1,1079
0.04,0.72,16.14,1.94,1,1082
0.00,1.94,inf,1.94,1,1088
0.02,0.57,28.67,1.94,1,1091
0.05,0.84,15.29,1.94,1,1094
0.00,0.00,nan,1.98,1,1097
0.00,0.00,nan,1.98,1,1100
0.06,0.69,11.96,1.98,1,1103
0.08,0.00,0.00,1.98,1,1106
0.05,0.84,16.02,1.98,1,1109
0.00,1.03,inf,1.99,1,1112
0.00,0.00,nan,1.99,1,1115
0.07,1.18,15.80,2.00,1,1121
0.00,0.30,inf,2.00,1,1124
0.11,0.15,1.33,2.01,1,1127
0.39,13.48,34.92,2.01,1,1130
0.39,13.48,34.47,2.01,1,1133
0.35,12.91,37.02,2.02,1,1137
0.35,12.83,37.07,2.02,1,1140
0.39,13.06,33.61,2.02,1,1143
0.39,13.44,34.59,2.03,1,1146
0.39,13.44,34.37,2.03,1,1149
0.35,12.95,36.86,2.03,1,1153
0.35,12.87,36.39,2.03,1,1156
0.39,12.95,33.53,2.03,1,1159
0.39,13.37,34.18,2.03,1,1162
0.39,13.33,34.30,2.03,1,1166
0.34,13.25,39.41,2.03,1,1169
0.35,12.68,36.11,2.00,1,1172
0.29,12.80,44.28,1.99,1,1175
0.39,13.25,33.89,1.99,1,1179
0.39,13.25,33.89,1.99,1,1182
0.37,13.10,35.78,1.98,1,1185
0.38,13.03,34.63,1.98,1,1188
0.38,12.68,33.71,1.98,1,1191
0.39,13.18,33.69,1.97,1,1195
0.00,0.00,nan,1.97,1,1201
0.00,0.00,nan,1.97,1,1204
0.00,0.19,inf,1.96,1,1207
0.06,0.57,9.17,1.94,1,1210
0.10,1.75,17.58,1.93,1,1213
0.05,0.72,15.29,1.93,1,1216
0.00,0.00,nan,1.93,1,1219
0.00,0.00,nan,1.93,1,1222
0.04,1.41,35.35,1.93,1,1225
0.05,0.72,15.29,1.93,1,1231
0.00,0.00,nan,1.97,1,1234
0.00,0.00,nan,1.97,1,1237
0.04,0.76,16.99,1.97,1,1240
0.05,0.84,16.02,1.97,1,1243
0.00,0.00,nan,1.98,1,1246
0.00,3.12,inf,1.98,1,1249
